;export_buildings.txt DO NOT REMOVE THIS LINE, IT IS NEEDED FOR THE IDE PLUGIN TO WORK

;repairs, dismantles, and upgrades
{generic_repair}	REPAIR
{practice_field_barbarian}  TODO: Write me
{practice_field_barbarian_desc}  TODO: Write me
{practice_field_barbarian_desc_short}  TODO: Write me

{practice_field_carthaginian}  TODO: Write me
{practice_field_carthaginian_desc}  TODO: Write me
{practice_field_carthaginian_desc_short}  TODO: Write me

{practice_field_eastern}  TODO: Write me
{practice_field_eastern_desc}  TODO: Write me
{practice_field_eastern_desc_short}  TODO: Write me

{practice_field_parthia}  TODO: Write me
{practice_field_parthia_desc}  TODO: Write me
{practice_field_parthia_desc_short}  TODO: Write me

{practice_field_egyptian}  TODO: Write me
{practice_field_egyptian_desc}  TODO: Write me
{practice_field_egyptian_desc_short}  TODO: Write me

{practice_field_greek}  TODO: Write me
{practice_field_greek_desc}  TODO: Write me
{practice_field_greek_desc_short}  TODO: Write me

{practice_field_roman}  TODO: Write me
{practice_field_roman_desc}  TODO: Write me
{practice_field_roman_desc_short}  TODO: Write me

;archery_range
{archery_range}  TODO: Write me
{archery_range_desc}  WARNING! This baseline description should never appear on screen!
{archery_range_desc_short}  WARNING! This baseline short description should never appear on screen!

{archery_range_barbarian_desc}  WARNING! This text should never appear on screen!
{archery_range_barbarian_desc_short}  WARNING! This text should never appear on screen!

{archery_range_spain}  TODO: Write me
{archery_range_spain_desc}  TODO: Write me
{archery_range_spain_desc_short}  TODO: Write me

{archery_range_scythia}  TODO: Write me
{archery_range_scythia_desc}  TODO: Write me
{archery_range_scythia_desc_short}  TODO: Write me

{archery_range_germans}  TODO: Write me
{archery_range_germans_desc}  TODO: Write me
{archery_range_germans_desc_short}  TODO: Write me

{archery_range_gauls}  TODO: Write me
{archery_range_gauls_desc}  TODO: Write me
{archery_range_gauls_desc_short}  TODO: Write me

{archery_range_dacia}  TODO: Write me
{archery_range_dacia_desc}  TODO: Write me
{archery_range_dacia_desc_short}  TODO: Write me

{archery_range_carthaginian}  TODO: Write me
{archery_range_carthaginian_desc}  TODO: Write me
{archery_range_carthaginian_desc_short}  TODO: Write me

{archery_range_eastern}  TODO: Write me
{archery_range_eastern_desc}  TODO: Write me
{archery_range_eastern_desc_short}  TODO: Write me

{archery_range_parthia}  TODO: Write me
{archery_range_parthia_desc}  TODO: Write me
{archery_range_parthia_desc_short}  TODO: Write me

{archery_range_egyptian}  TODO: Write me
{archery_range_egyptian_desc}  TODO: Write me
{archery_range_egyptian_desc_short}  TODO: Write me

{archery_range_greek}  TODO: Write me
{archery_range_greek_desc}  TODO: Write me
{archery_range_greek_desc_short}  TODO: Write me

{archery_range_roman}  TODO: Write me
{archery_range_roman_desc}  TODO: Write me
{archery_range_roman_desc_short}  TODO: Write me

;catapult_range
{catapult_range}  TODO: Write me
{catapult_range_desc}  WARNING! This baseline description should never appear on screen!
{catapult_range_desc_short}  WARNING! This baseline short description should never appear on screen!

{catapult_range_barbarian_desc}  WARNING! This text should never appear on screen!
{catapult_range_barbarian_desc_short}  WARNING! This text should never appear on screen!

{catapult_range_carthaginian}  TODO: Write me
{catapult_range_carthaginian_desc}  TODO: Write me
{catapult_range_carthaginian_desc_short}  TODO: Write me

{catapult_range_eastern}  TODO: Write me
{catapult_range_eastern_desc}  TODO: Write me
{catapult_range_eastern_desc_short}  TODO: Write me

{catapult_range_parthia}  TODO: Write me
{catapult_range_parthia_desc}  TODO: Write me
{catapult_range_parthia_desc_short}  TODO: Write me

{catapult_range_egyptian}  TODO: Write me
{catapult_range_egyptian_desc}  TODO: Write me
{catapult_range_egyptian_desc_short}  TODO: Write me

{catapult_range_greek}  TODO: Write me
{catapult_range_greek_desc}  TODO: Write me
{catapult_range_greek_desc_short}  TODO: Write me

{catapult_range_roman}  TODO: Write me
{catapult_range_roman_desc}  TODO: Write me
{catapult_range_roman_desc_short}  TODO: Write me

;siege_engineer
{siege_engineer}  TODO: Write me
{siege_engineer_desc}  WARNING! This baseline description should never appear on screen!
{siege_engineer_desc_short}  WARNING! This baseline short description should never appear on screen!

{siege_engineer_barbarian_desc}  WARNING! This text should never appear on screen!
{siege_engineer_barbarian_desc_short}  WARNING! This text should never appear on screen!

{siege_engineer_carthaginian_desc}  WARNING! This text should never appear on screen!
{siege_engineer_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{siege_engineer_greek_desc}  WARNING! This text should never appear on screen!
{siege_engineer_greek_desc_short}  WARNING! This text should never appear on screen!

{siege_engineer_eastern_desc}  WARNING! This text should never appear on screen!
{siege_engineer_eastern_desc_short}  WARNING! This text should never appear on screen!

{siege_engineer_carthage}  TODO: Write me
{siege_engineer_carthage_desc}  TODO: Write me
{siege_engineer_carthage_desc_short}  TODO: Write me

{siege_engineer_egyptian}  TODO: Write me
{siege_engineer_egyptian_desc}  TODO: Write me
{siege_engineer_egyptian_desc_short}  TODO: Write me

{siege_engineer_macedon}  TODO: Write me
{siege_engineer_macedon_desc}  TODO: Write me
{siege_engineer_macedon_desc_short}  TODO: Write me

{siege_engineer_greek_cities}  TODO: Write me
{siege_engineer_greek_cities_desc}  TODO: Write me
{siege_engineer_greek_cities_desc_short}  TODO: Write me

{siege_engineer_roman}  TODO: Write me
{siege_engineer_roman_desc}  TODO: Write me
{siege_engineer_roman_desc_short}  TODO: Write me

;trader
{trader}  TODO: Write me
{trader_desc}  WARNING! This baseline description should never appear on screen!
{trader_desc_short}  WARNING! This baseline short description should never appear on screen!

{trader_barbarian}  TODO: Write me
{trader_barbarian_desc}  TODO: Write me
{trader_barbarian_desc_short}  TODO: Write me

{trader_carthaginian}  TODO: Write me
{trader_carthaginian_desc}  TODO: Write me
{trader_carthaginian_desc_short}  TODO: Write me

{trader_eastern}  TODO: Write me
{trader_eastern_desc}  TODO: Write me
{trader_eastern_desc_short}  TODO: Write me

{trader_parthia}  TODO: Write me
{trader_parthia_desc}  TODO: Write me
{trader_parthia_desc_short}  TODO: Write me

{trader_egyptian}  TODO: Write me
{trader_egyptian_desc}  TODO: Write me
{trader_egyptian_desc_short}  TODO: Write me

{trader_greek}  TODO: Write me
{trader_greek_desc}  TODO: Write me
{trader_greek_desc_short}  TODO: Write me

{trader_roman}  TODO: Write me
{trader_roman_desc}  TODO: Write me
{trader_roman_desc_short}  TODO: Write me

;market
{market}  TODO: Write me
{market_desc}  WARNING! This baseline description should never appear on screen!
{market_desc_short}  WARNING! This baseline short description should never appear on screen!

{market_barbarian}  TODO: Write me
{market_barbarian_desc}  TODO: Write me
{market_barbarian_desc_short}  TODO: Write me

{market_carthaginian}  TODO: Write me
{market_carthaginian_desc}  TODO: Write me
{market_carthaginian_desc_short}  TODO: Write me

{market_eastern}  TODO: Write me
{market_eastern_desc}  TODO: Write me
{market_eastern_desc_short}  TODO: Write me

{market_parthia}  TODO: Write me
{market_parthia_desc}  TODO: Write me
{market_parthia_desc_short}  TODO: Write me

{market_egyptian}  TODO: Write me
{market_egyptian_desc}  TODO: Write me
{market_egyptian_desc_short}  TODO: Write me

{market_greek}  TODO: Write me
{market_greek_desc}  TODO: Write me
{market_greek_desc_short}  TODO: Write me

{market_roman}  TODO: Write me
{market_roman_desc}  TODO: Write me
{market_roman_desc_short}  TODO: Write me

;forum
{forum}  TODO: Write me
{forum_desc}  WARNING! This baseline description should never appear on screen!
{forum_desc_short}  WARNING! This baseline short description should never appear on screen!

{forum_barbarian}  TODO: Write me
{forum_barbarian_desc}  TODO: Write me
{forum_barbarian_desc_short}  TODO: Write me

{forum_carthaginian}  TODO: Write me
{forum_carthaginian_desc}  TODO: Write me
{forum_carthaginian_desc_short}  TODO: Write me

{forum_eastern}  TODO: Write me
{forum_eastern_desc}  TODO: Write me
{forum_eastern_desc_short}  TODO: Write me

{forum_parthia}  TODO: Write me
{forum_parthia_desc}  TODO: Write me
{forum_parthia_desc_short}  TODO: Write me

{forum_egyptian}  TODO: Write me
{forum_egyptian_desc}  TODO: Write me
{forum_egyptian_desc_short}  TODO: Write me

{forum_greek}  TODO: Write me
{forum_greek_desc}  TODO: Write me
{forum_greek_desc_short}  TODO: Write me

{forum_roman}  TODO: Write me
{forum_roman_desc}  TODO: Write me
{forum_roman_desc_short}  TODO: Write me

;great_forum
{great_forum}  TODO: Write me
{great_forum_desc}  WARNING! This baseline description should never appear on screen!
{great_forum_desc_short}  WARNING! This baseline short description should never appear on screen!

{great_forum_barbarian_desc}  WARNING! This text should never appear on screen!
{great_forum_barbarian_desc_short}  WARNING! This text should never appear on screen!

{great_forum_carthaginian}  TODO: Write me
{great_forum_carthaginian_desc}  TODO: Write me
{great_forum_carthaginian_desc_short}  TODO: Write me

{great_forum_eastern}  TODO: Write me
{great_forum_eastern_desc}  TODO: Write me
{great_forum_eastern_desc_short}  TODO: Write me

{great_forum_parthia}  TODO: Write me
{great_forum_parthia_desc}  TODO: Write me
{great_forum_parthia_desc_short}  TODO: Write me

{great_forum_egyptian}  TODO: Write me
{great_forum_egyptian_desc}  TODO: Write me
{great_forum_egyptian_desc_short}  TODO: Write me

{great_forum_greek}  TODO: Write me
{great_forum_greek_desc}  TODO: Write me
{great_forum_greek_desc_short}  TODO: Write me

{great_forum_roman}  TODO: Write me
{great_forum_roman_desc}  TODO: Write me
{great_forum_roman_desc_short}  TODO: Write me

;curia
{curia}  TODO: Write me
{curia_desc}  WARNING! This baseline description should never appear on screen!
{curia_desc_short}  WARNING! This baseline short description should never appear on screen!

{curia_barbarian_desc}  WARNING! This text should never appear on screen!
{curia_barbarian_desc_short}  WARNING! This text should never appear on screen!

{curia_carthaginian}  TODO: Write me
{curia_carthaginian_desc}  TODO: Write me
{curia_carthaginian_desc_short}  TODO: Write me

{curia_eastern}  TODO: Write me
{curia_eastern_desc}  TODO: Write me
{curia_eastern_desc_short}  TODO: Write me

{curia_parthia}  TODO: Write me
{curia_parthia_desc}  TODO: Write me
{curia_parthia_desc_short}  TODO: Write me

{curia_egyptian}  TODO: Write me
{curia_egyptian_desc}  TODO: Write me
{curia_egyptian_desc_short}  TODO: Write me

{curia_greek}  TODO: Write me
{curia_greek_desc}  TODO: Write me
{curia_greek_desc_short}  TODO: Write me

{curia_roman}  TODO: Write me
{curia_roman_desc}  TODO: Write me
{curia_roman_desc_short}  TODO: Write me

;blacksmith
{blacksmith}  TODO: Write me
{blacksmith_desc}  WARNING! This baseline description should never appear on screen!
{blacksmith_desc_short}  WARNING! This baseline short description should never appear on screen!

{blacksmith_barbarian}  TODO: Write me
{blacksmith_barbarian_desc}  TODO: Write me
{blacksmith_barbarian_desc_short}  TODO: Write me

{blacksmith_carthaginian}  TODO: Write me
{blacksmith_carthaginian_desc}  TODO: Write me
{blacksmith_carthaginian_desc_short}  TODO: Write me

{blacksmith_eastern}  TODO: Write me
{blacksmith_eastern_desc}  TODO: Write me
{blacksmith_eastern_desc_short}  TODO: Write me

{blacksmith_parthia}  TODO: Write me
{blacksmith_parthia_desc}  TODO: Write me
{blacksmith_parthia_desc_short}  TODO: Write me

{blacksmith_egyptian}  TODO: Write me
{blacksmith_egyptian_desc}  TODO: Write me
{blacksmith_egyptian_desc_short}  TODO: Write me

{blacksmith_greek}  TODO: Write me
{blacksmith_greek_desc}  TODO: Write me
{blacksmith_greek_desc_short}  TODO: Write me

{blacksmith_roman}  TODO: Write me
{blacksmith_roman_desc}  TODO: Write me
{blacksmith_roman_desc_short}  TODO: Write me

;smiths_workshop
{smiths_workshop}  TODO: Write me
{smiths_workshop_desc}  WARNING! This baseline description should never appear on screen!
{smiths_workshop_desc_short}  WARNING! This baseline short description should never appear on screen!

{smiths_workshop_barbarian}  TODO: Write me
{smiths_workshop_barbarian_desc}  TODO: Write me
{smiths_workshop_barbarian_desc_short}  TODO: Write me

{smiths_workshop_carthaginian}  TODO: Write me
{smiths_workshop_carthaginian_desc}  TODO: Write me
{smiths_workshop_carthaginian_desc_short}  TODO: Write me

{smiths_workshop_eastern}  TODO: Write me
{smiths_workshop_eastern_desc}  TODO: Write me
{smiths_workshop_eastern_desc_short}  TODO: Write me

{smiths_workshop_parthia}  TODO: Write me
{smiths_workshop_parthia_desc}  TODO: Write me
{smiths_workshop_parthia_desc_short}  TODO: Write me

{smiths_workshop_egyptian}  TODO: Write me
{smiths_workshop_egyptian_desc}  TODO: Write me
{smiths_workshop_egyptian_desc_short}  TODO: Write me

{smiths_workshop_greek}  TODO: Write me
{smiths_workshop_greek_desc}  TODO: Write me
{smiths_workshop_greek_desc_short}  TODO: Write me

{smiths_workshop_roman}  TODO: Write me
{smiths_workshop_roman_desc}  TODO: Write me
{smiths_workshop_roman_desc_short}  TODO: Write me

;foundry
{foundry}  TODO: Write me
{foundry_desc}  WARNING! This baseline description should never appear on screen!
{foundry_desc_short}  WARNING! This baseline short description should never appear on screen!

{foundry_barbarian_desc}  WARNING! This text should never appear on screen!
{foundry_barbarian_desc_short}  WARNING! This text should never appear on screen!

{foundry_carthaginian}  TODO: Write me
{foundry_carthaginian_desc}  TODO: Write me
{foundry_carthaginian_desc_short}  TODO: Write me

{foundry_eastern}  TODO: Write me
{foundry_eastern_desc}  TODO: Write me
{foundry_eastern_desc_short}  TODO: Write me

{foundry_parthia}  TODO: Write me
{foundry_parthia_desc}  TODO: Write me
{foundry_parthia_desc_short}  TODO: Write me

{foundry_egyptian}  TODO: Write me
{foundry_egyptian_desc}  TODO: Write me
{foundry_egyptian_desc_short}  TODO: Write me

{foundry_greek}  TODO: Write me
{foundry_greek_desc}  TODO: Write me
{foundry_greek_desc_short}  TODO: Write me

{foundry_roman}  TODO: Write me
{foundry_roman_desc}  TODO: Write me
{foundry_roman_desc_short}  TODO: Write me

;port
{port}  TODO: Write me
{port_desc}  WARNING! This baseline description should never appear on screen!
{port_desc_short}  WARNING! This baseline short description should never appear on screen!

{port_barbarian}  TODO: Write me
{port_barbarian_desc}  TODO: Write me
{port_barbarian_desc_short}  TODO: Write me

{port_carthaginian}  TODO: Write me
{port_carthaginian_desc}  TODO: Write me
{port_carthaginian_desc_short}  TODO: Write me

{port_eastern}  TODO: Write me
{port_eastern_desc}  TODO: Write me
{port_eastern_desc_short}  TODO: Write me

{port_parthia}  TODO: Write me
{port_parthia_desc}  TODO: Write me
{port_parthia_desc_short}  TODO: Write me

{port_egyptian}  TODO: Write me
{port_egyptian_desc}  TODO: Write me
{port_egyptian_desc_short}  TODO: Write me

{port_greek}  TODO: Write me
{port_greek_desc}  TODO: Write me
{port_greek_desc_short}  TODO: Write me

{port_roman}  TODO: Write me
{port_roman_desc}  TODO: Write me
{port_roman_desc_short}  TODO: Write me

;shipwright
{shipwright}  TODO: Write me
{shipwright_desc}  WARNING! This baseline description should never appear on screen!
{shipwright_desc_short}  WARNING! This baseline short description should never appear on screen!

{shipwright_barbarian}  TODO: Write me
{shipwright_barbarian_desc}  TODO: Write me
{shipwright_barbarian_desc_short}  TODO: Write me

{shipwright_carthaginian}  TODO: Write me
{shipwright_carthaginian_desc}  TODO: Write me
{shipwright_carthaginian_desc_short}  TODO: Write me
